Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,1080.0,1080.0,1080.0,1080.0,1080.0,0
2021-03-02,1080.0,1080.0,1080.0,1080.0,1080.0,700
2021-03-03,1100.0,1100.0,1040.0,1040.0,1040.0,7800
2021-03-04,1040.0,1100.0,1040.0,1100.0,1100.0,1100
2021-03-05,1100.0,1100.0,1100.0,1100.0,1100.0,0
2021-03-08,1100.0,1100.0,1100.0,1100.0,1100.0,200
2021-03-09,1100.0,1100.0,1100.0,1100.0,1100.0,0
2021-03-10,1100.0,1100.0,1100.0,1100.0,1100.0,0
2021-03-12,1100.0,1100.0,1100.0,1100.0,1100.0,0
2021-03-15,1040.0,1040.0,1040.0,1040.0,1040.0,600
2021-03-16,1040.0,1040.0,1040.0,1040.0,1040.0,4900
2021-03-17,1040.0,1040.0,1040.0,1040.0,1040.0,100
2021-03-18,1120.0,1120.0,1040.0,1040.0,1040.0,6000
2021-03-19,1040.0,1100.0,1040.0,1100.0,1100.0,7400
2021-03-22,1080.0,1080.0,1030.0,1030.0,1030.0,15300
2021-03-23,1040.0,1040.0,1040.0,1040.0,1040.0,100
2021-03-24,1040.0,1040.0,1020.0,1020.0,1020.0,500
2021-03-25,1020.0,1020.0,1020.0,1020.0,1020.0,23100
2021-03-26,1020.0,1020.0,1020.0,1020.0,1020.0,0
2021-03-29,1100.0,1100.0,1080.0,1080.0,1080.0,8500
2021-03-30,1080.0,1080.0,1080.0,1080.0,1080.0,0
2021-03-31,1080.0,1080.0,1080.0,1080.0,1080.0,100
2021-04-01,1080.0,1080.0,1080.0,1080.0,1080.0,0
2021-04-05,1080.0,1080.0,1080.0,1080.0,1080.0,200
2021-04-06,1080.0,1080.0,1080.0,1080.0,1080.0,0
2021-04-07,1080.0,1080.0,1080.0,1080.0,1080.0,100
2021-04-08,1100.0,1100.0,1100.0,1100.0,1100.0,1500
2021-04-09,1100.0,1100.0,1100.0,1100.0,1100.0,0
2021-04-12,1095.0,1095.0,1095.0,1095.0,1095.0,600
2021-04-14,1060.0,1060.0,1050.0,1050.0,1050.0,200
