Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,139.0,139.0,138.0,139.0,139.0,209900
2021-03-02,138.0,142.0,138.0,139.0,139.0,584800
2021-03-03,138.0,140.0,138.0,138.0,138.0,408500
2021-03-04,140.0,140.0,135.0,138.0,138.0,242900
2021-03-05,137.0,140.0,137.0,139.0,139.0,89600
2021-03-08,139.0,143.0,137.0,139.0,139.0,273600
2021-03-09,136.0,140.0,136.0,138.0,138.0,319900
2021-03-10,130.0,140.0,130.0,137.0,137.0,404000
2021-03-12,129.0,138.0,129.0,138.0,138.0,447200
2021-03-15,130.0,139.0,130.0,137.0,137.0,209800
2021-03-16,135.0,140.0,135.0,140.0,140.0,140000
2021-03-17,141.0,141.0,137.0,139.0,139.0,60500
2021-03-18,139.0,139.0,137.0,139.0,139.0,147900
2021-03-19,136.0,142.0,136.0,140.0,140.0,325100
2021-03-22,132.0,159.0,132.0,140.0,140.0,2629600
2021-03-23,137.0,142.0,137.0,138.0,138.0,275800
2021-03-24,137.0,144.0,137.0,137.0,137.0,136600
2021-03-25,138.0,141.0,137.0,138.0,138.0,64400
2021-03-26,139.0,140.0,138.0,140.0,140.0,215900
2021-03-29,139.0,139.0,138.0,138.0,138.0,85600
2021-03-30,139.0,140.0,138.0,138.0,138.0,318500
2021-03-31,137.0,139.0,135.0,138.0,138.0,341800
2021-04-01,138.0,139.0,138.0,138.0,138.0,81900
2021-04-05,138.0,139.0,137.0,138.0,138.0,310800
2021-04-06,134.0,142.0,134.0,138.0,138.0,220800
2021-04-07,138.0,139.0,137.0,138.0,138.0,197200
2021-04-08,137.0,142.0,137.0,140.0,140.0,63200
2021-04-09,136.0,141.0,136.0,140.0,140.0,123000
2021-04-12,136.0,141.0,136.0,139.0,139.0,328200
2021-04-14,138.0,139.0,137.0,138.0,138.0,364600
