Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,1040.0,1050.0,1040.0,1050.0,1050.0,3800
2021-03-02,1060.0,1060.0,1050.0,1050.0,1050.0,400
2021-03-03,1050.0,1050.0,1025.0,1050.0,1050.0,5200
2021-03-04,1050.0,1070.0,1050.0,1065.0,1065.0,11500
2021-03-05,1060.0,1060.0,1025.0,1045.0,1045.0,11700
2021-03-08,1045.0,1055.0,1045.0,1045.0,1045.0,500
2021-03-09,1045.0,1045.0,1030.0,1030.0,1030.0,1300
2021-03-10,1030.0,1030.0,1030.0,1030.0,1030.0,100
2021-03-12,1030.0,1030.0,1030.0,1030.0,1030.0,4000
2021-03-15,1030.0,1045.0,1030.0,1045.0,1045.0,7300
2021-03-16,1045.0,1045.0,1030.0,1035.0,1035.0,3300
2021-03-17,1070.0,1070.0,1045.0,1045.0,1045.0,500
2021-03-18,1040.0,1045.0,1040.0,1045.0,1045.0,1900
2021-03-19,1045.0,1045.0,1035.0,1035.0,1035.0,1200
2021-03-22,1040.0,1040.0,1035.0,1040.0,1040.0,1400
2021-03-23,1040.0,1040.0,1025.0,1025.0,1025.0,6300
2021-03-24,1025.0,1025.0,1025.0,1025.0,1025.0,100
2021-03-25,1025.0,1030.0,955.0,1030.0,1030.0,12900
2021-03-26,1030.0,1030.0,1030.0,1030.0,1030.0,0
2021-03-29,1030.0,1030.0,1015.0,1015.0,1015.0,4900
2021-03-30,1010.0,1025.0,1010.0,1015.0,1015.0,1500
2021-03-31,1030.0,1030.0,1000.0,1020.0,1020.0,1900
2021-04-01,1020.0,1020.0,1015.0,1020.0,1020.0,7800
2021-04-05,1020.0,1030.0,1015.0,1025.0,1025.0,45900
2021-04-06,1025.0,1030.0,1025.0,1025.0,1025.0,3600
2021-04-07,1040.0,1050.0,1030.0,1045.0,1045.0,24100
2021-04-08,1050.0,1050.0,1045.0,1045.0,1045.0,18700
2021-04-09,1045.0,1045.0,1020.0,1020.0,1020.0,7800
2021-04-12,1015.0,1015.0,1015.0,1015.0,1015.0,1400
2021-04-14,1035.0,1035.0,1000.0,1015.0,1015.0,3300
