Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,1555.0,1555.0,1490.0,1505.0,1505.0,13100
2021-03-02,1505.0,1600.0,1500.0,1500.0,1500.0,18100
2021-03-03,1500.0,1550.0,1475.0,1490.0,1490.0,31400
2021-03-04,1500.0,1645.0,1500.0,1545.0,1545.0,54900
2021-03-05,1545.0,1545.0,1505.0,1505.0,1505.0,21300
2021-03-08,1510.0,1510.0,1485.0,1485.0,1485.0,28200
2021-03-09,1490.0,1500.0,1485.0,1485.0,1485.0,26300
2021-03-10,1510.0,1530.0,1485.0,1485.0,1485.0,5200
2021-03-12,1485.0,1600.0,1480.0,1570.0,1570.0,35100
2021-03-15,1570.0,1650.0,1550.0,1630.0,1630.0,16700
2021-03-16,1625.0,1625.0,1600.0,1600.0,1600.0,3400
2021-03-17,1600.0,1600.0,1600.0,1600.0,1600.0,2800
2021-03-18,1600.0,1600.0,1550.0,1590.0,1590.0,1100
2021-03-19,1590.0,1600.0,1590.0,1600.0,1600.0,11800
2021-03-22,1600.0,1650.0,1590.0,1625.0,1625.0,4900
2021-03-23,1625.0,1625.0,1595.0,1610.0,1610.0,4000
2021-03-24,1615.0,1640.0,1540.0,1615.0,1615.0,17200
2021-03-25,1620.0,1620.0,1600.0,1610.0,1610.0,3900
2021-03-26,1610.0,1625.0,1510.0,1570.0,1570.0,14000
2021-03-29,1570.0,1590.0,1500.0,1590.0,1590.0,4000
2021-03-30,1550.0,1580.0,1480.0,1545.0,1545.0,37800
2021-03-31,1525.0,1550.0,1480.0,1480.0,1480.0,46400
2021-04-01,1480.0,1550.0,1480.0,1530.0,1530.0,700
2021-04-05,1515.0,1530.0,1515.0,1530.0,1530.0,3500
2021-04-06,1530.0,1560.0,1500.0,1550.0,1550.0,23100
2021-04-07,1550.0,1550.0,1545.0,1545.0,1545.0,2600
2021-04-08,1500.0,1540.0,1500.0,1520.0,1520.0,31200
2021-04-09,1540.0,1540.0,1520.0,1520.0,1520.0,20300
2021-04-12,1520.0,1525.0,1495.0,1495.0,1495.0,37700
2021-04-14,1505.0,1505.0,1485.0,1505.0,1505.0,600
