Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,126.0,128.0,124.0,125.0,125.0,491300
2021-03-02,125.0,131.0,124.0,129.0,129.0,1680100
2021-03-03,129.0,130.0,126.0,126.0,126.0,675800
2021-03-04,126.0,127.0,121.0,125.0,125.0,1067600
2021-03-05,125.0,125.0,122.0,124.0,124.0,543200
2021-03-08,124.0,128.0,122.0,127.0,127.0,1072500
2021-03-09,128.0,128.0,122.0,127.0,127.0,1294600
2021-03-10,127.0,171.0,126.0,171.0,171.0,61229000
2021-03-12,180.0,184.0,160.0,160.0,160.0,6979900
2021-03-15,149.0,149.0,149.0,149.0,149.0,574900
2021-03-16,139.0,139.0,139.0,139.0,139.0,2037500
2021-03-17,130.0,149.0,130.0,136.0,136.0,23647300
2021-03-18,142.0,183.0,142.0,164.0,164.0,130471900
2021-03-19,167.0,170.0,153.0,153.0,153.0,3860600
2021-03-22,143.0,143.0,143.0,143.0,143.0,1374600
2021-03-23,133.0,150.0,133.0,145.0,145.0,12150400
2021-03-24,145.0,146.0,138.0,138.0,138.0,2111300
2021-03-25,138.0,154.0,137.0,139.0,139.0,11459400
2021-03-26,145.0,160.0,141.0,151.0,151.0,15899100
2021-03-29,147.0,153.0,146.0,150.0,150.0,3123000
2021-03-30,150.0,150.0,140.0,140.0,140.0,5649200
2021-03-31,152.0,158.0,133.0,137.0,137.0,12199400
2021-04-01,128.0,150.0,128.0,138.0,138.0,13223800
2021-04-05,139.0,142.0,136.0,137.0,137.0,1682300
2021-04-06,138.0,144.0,136.0,141.0,141.0,4434700
2021-04-07,136.0,143.0,136.0,142.0,142.0,1017100
2021-04-08,136.0,143.0,136.0,142.0,142.0,1119900
2021-04-09,136.0,143.0,136.0,140.0,140.0,429000
2021-04-12,136.0,146.0,136.0,140.0,140.0,3178800
2021-04-13,140.0,141.0,133.0,137.0,137.0,745600
2021-04-14,139.0,143.0,136.0,140.0,140.0,1641300
