Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,3430.0,3550.0,3420.0,3510.0,3510.0,269600
2021-03-02,3520.0,3530.0,3480.0,3530.0,3530.0,114000
2021-03-03,3540.0,3550.0,3500.0,3530.0,3530.0,53600
2021-03-04,3510.0,3550.0,3500.0,3540.0,3540.0,103400
2021-03-05,3510.0,3540.0,3500.0,3510.0,3510.0,44700
2021-03-08,3500.0,3560.0,3500.0,3510.0,3510.0,118500
2021-03-09,3510.0,3550.0,3470.0,3500.0,3500.0,30300
2021-03-10,3500.0,3520.0,3460.0,3500.0,3500.0,75600
2021-03-12,3490.0,3510.0,3490.0,3500.0,3500.0,118200
2021-03-15,3520.0,3520.0,3490.0,3500.0,3500.0,337600
2021-03-16,3500.0,3520.0,3480.0,3480.0,3480.0,229300
2021-03-17,3490.0,3510.0,3480.0,3500.0,3500.0,77200
2021-03-18,3500.0,3530.0,3490.0,3500.0,3500.0,72900
2021-03-19,3510.0,3510.0,3490.0,3510.0,3510.0,69100
2021-03-22,3550.0,3740.0,3500.0,3640.0,3640.0,553900
2021-03-23,3640.0,3700.0,3580.0,3580.0,3580.0,126900
2021-03-24,3580.0,3600.0,3540.0,3540.0,3540.0,137300
2021-03-25,3540.0,3550.0,3490.0,3510.0,3510.0,107900
2021-03-26,3530.0,3530.0,3490.0,3530.0,3530.0,39300
2021-03-29,3530.0,3610.0,3520.0,3520.0,3520.0,79000
2021-03-30,3520.0,3600.0,3510.0,3530.0,3530.0,46800
2021-03-31,3530.0,3530.0,3480.0,3480.0,3480.0,140300
2021-04-01,3500.0,3510.0,3460.0,3490.0,3490.0,53700
2021-04-05,3490.0,3550.0,3490.0,3500.0,3500.0,83200
2021-04-06,3520.0,3550.0,3500.0,3540.0,3540.0,80700
2021-04-07,3540.0,3590.0,3530.0,3540.0,3540.0,30800
2021-04-08,3550.0,3580.0,3520.0,3530.0,3530.0,162200
2021-04-09,3530.0,3580.0,3500.0,3540.0,3540.0,110800
2021-04-12,3540.0,3550.0,3480.0,3480.0,3480.0,148300
2021-04-14,3480.0,3510.0,3450.0,3490.0,3490.0,43500
